Survey.event,Plot.location,Treatment.code,PLANT_ID,Tiller.ID,Leaf.ID,Damage,Chew,Scrape,Mechanical,Chlorosis,Col,%Col,#C.Lesions,Rhiz,%Rhiz,#R.Lesions,Rust,%Rust,#P.Lesions ,GLS,%GLS,#G.Lesions ,Epichloe.presence,Survey.Date,Notes,Observer,Recorder
10,A10,EF_R,30,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,A10,EF_R,30,1,3,D,0,0,1,0,0,0,0,0,0,0,1,0.03,3,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,A10,EF_R,30,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,A10,EF_R,30,1,5,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
11,A10,EF_R,30,1,6,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,A10,EF_R,30,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,A10,EF_R,30,1,3,D,0,0,0,0,0,0,0,0,0,0,1,0.03,3,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,A10,EF_R,30,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,A10,EF_R,30,1,5,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
12,A43,EF_R,30,1,6,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A43,EF_R,30,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A43,EF_R,30,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A43,EF_R,30,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,A43,EF_R,30,1,5,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A43,EF_R,30,1,6,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A43,EF_R,30,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A43,EF_R,30,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A43,EF_R,30,1,9,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,A43,EF_R,30,1,5,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
1,C41,EF_C,31,1,1,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,C41,EF_C,31,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,C41,EF_C,31,1,3,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,C41,EF_C,31,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,C41,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,C41,EF_C,31,1,1,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,C41,EF_C,31,1,2,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,C41,EF_C,31,1,3,D,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,C41,EF_C,31,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,C41,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,C41,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,C41,EF_C,31,1,2,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,C41,EF_C,31,1,3,D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,C41,EF_C,31,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,C41,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C10,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C10,EF_C,31,1,2,D,1,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C10,EF_C,31,1,3,D,0,1,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C10,EF_C,31,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,C10,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
5,C10,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C10,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C10,EF_C,31,1,3,D,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C10,EF_C,31,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,C10,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
6,B23,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B23,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B23,EF_C,31,1,3,D,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B23,EF_C,31,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B23,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
7,B23,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B23,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B23,EF_C,31,1,3,D,0,0,0,0,1,2,2,0,0,0,1,0.03,3,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B23,EF_C,31,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B23,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
8,C23,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C23,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C23,EF_C,31,1,3,D,0,1,0,0,1,1,1,0,0,0,1,0.01,1,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C23,EF_C,31,1,4,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,C23,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
9,C23,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C23,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C23,EF_C,31,1,3,D,0,0,0,0,1,2,1,0,0,0,1,0.1,10,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C23,EF_C,31,1,4,D,0,0,1,0,0,0,0,0,0,0,1,0.02,2,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,C23,EF_C,31,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
10,C12,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C12,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C12,EF_C,31,1,3,D,0,0,0,0,1,1,2,0,0,0,1,0.04,4,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C12,EF_C,31,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C12,EF_C,31,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
11,C12,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C12,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C12,EF_C,31,1,3,D,0,1,0,0,1,1,2,0,0,0,1,0.04,4,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C12,EF_C,31,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C12,EF_C,31,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
12,B14,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,B14,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,B14,EF_C,31,1,3,D,0,0,0,0,1,1,1,0,0,0,1,0.03,3,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,B14,EF_C,31,1,4,D,0,0,0,0,0,0,0,0,0,0,1,0.03,3,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,B14,EF_C,31,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,B14,EF_C,31,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,B14,EF_C,31,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,B14,EF_C,31,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,B14,EF_C,31,1,4,D,0,1,1,0,0,0,0,0,0,0,1,0.03,3,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,B14,EF_C,31,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
1,B21,EI_C,32,1,1,D,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B21,EI_C,32,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B21,EI_C,32,1,3,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B21,EI_C,32,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B21,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,B21,EI_C,32,1,1,D,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B21,EI_C,32,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B21,EI_C,32,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B21,EI_C,32,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B21,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B21,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B21,EI_C,32,1,2,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B21,EI_C,32,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B21,EI_C,32,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B21,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,A10,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,A10,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,A10,EI_C,32,1,3,D,0,0,1,0,1,0.5,2,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,A10,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,A10,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
5,A10,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,A10,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,A10,EI_C,32,1,3,D,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,A10,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
5,A10,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Oct-19,NA,"JK, BMN",JK. BMN
6,B39,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B39,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B39,EI_C,32,1,3,D,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B39,EI_C,32,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
6,B39,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
7,B39,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B39,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B39,EI_C,32,1,3,D,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B39,EI_C,32,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
7,B39,EI_C,32,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Oct-19,NA,"JK, RC","JK, RC"
8,A7,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A7,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A7,EI_C,32,1,3,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A7,EI_C,32,1,4,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
8,A7,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14-Oct-19,NA,"JK, BMN, RC","JK, BMN, RC"
9,A7,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A7,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A7,EI_C,32,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A7,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
9,A7,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17-Oct-19,NA,"RC, BMN","RC, BMN"
10,C11,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C11,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C11,EI_C,32,1,3,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C11,EI_C,32,1,4,D,0,1,1,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
10,C11,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Oct-19,NA,"JK, RC, BMN","JK, RC, BMN"
11,C11,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C11,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C11,EI_C,32,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C11,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
11,C11,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-Oct-19,NA,"JK, RC","JK, RC"
12,C6,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C6,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C6,EI_C,32,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C6,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
12,C6,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C6,EI_C,32,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C6,EI_C,32,1,7,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C6,EI_C,32,1,8,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C6,EI_C,32,1,4,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
13,C6,EI_C,32,1,5,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-Oct-19,NA,"RC, JK, BMN","RC, JK, BMN"
1,B5,EI_C,33,1,1,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B5,EI_C,33,1,2,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B5,EI_C,33,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B5,EI_C,33,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
1,B5,EI_C,33,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19-Sep-19,NA,"JK, BMN, RC","JK, BMN, RC"
2,B5,EI_C,33,1,1,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B5,EI_C,33,1,2,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B5,EI_C,33,1,3,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B5,EI_C,33,1,4,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
2,B5,EI_C,33,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B5,EI_C,33,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B5,EI_C,33,1,2,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B5,EI_C,33,1,3,D,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B5,EI_C,33,1,4,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
3,B5,EI_C,33,1,5,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
4,B34,EI_C,33,1,6,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-Sep-19,NA,"JK, RC, BMN","JK, RC, BMN"
